code,year,anu_ret_std
600353,2002,
600353,2003,0.283579181127806
600353,2004,0.4017793258080701
600353,2005,0.5112451306333354
600353,2006,0.4649076726068093
600353,2007,0.6496096332047255
600353,2008,0.5604740281396091
600353,2009,0.3797085734891268
600353,2010,0.4226269706526995
600353,2011,0.8124275177918878
600353,2012,0.3324267857895807
600353,2013,0.43802907678779346
600353,2014,0.325052569542912
600353,2015,1.1616416464122075
600353,2016,0.6412646113977089
600353,2017,0.44463126175298867
600354,2004,0.4127243019528756
600354,2005,0.4772799078492923
600354,2006,0.6050636680195413
600354,2007,0.5958469307950881
600354,2008,0.8159373595826507
600354,2009,0.44634768232849686
600354,2010,0.441416006982199
600354,2011,0.3995320536477005
600354,2012,0.6947163086050075
600354,2013,0.37315408295931024
600354,2014,0.31960079770236793
600354,2015,0.7192944158577667
600354,2016,0.5040515310765962
600354,2017,0.3817179011646067
600355,2002,
600355,2003,0.7134763898172438
600355,2004,0.3655450735667537
600355,2005,0.4638262994572496
600355,2006,0.3702934409634288
600355,2007,0.7029554942971296
600355,2008,0.6046586643922216
600355,2009,0.586792902465513
600355,2010,0.4425116560558702
600355,2011,0.32312343408859
600355,2012,0.533203709806517
600355,2013,0.4632754417125408
600355,2014,0.389328248373689
600355,2015,1.0452973068870284
600355,2016,0.5297607522211749
600355,2017,0.2081201461940836
600356,2002,
600356,2003,0.2107496740942313
600356,2004,0.2663907787592977
600356,2005,0.35354806889543317
600356,2006,0.34185115229764534
600356,2007,0.5448057309354697
600356,2008,0.5173196027511229
600356,2009,0.41521806862997956
600356,2010,0.3142082141182482
600356,2011,0.3742244783819693
600356,2012,0.27413324215368784
600356,2013,0.22275889376920152
600356,2014,0.2948546909142124
600356,2015,0.6586509490319954
600356,2016,0.3476657548545744
600356,2017,0.23637454862791343
600357,2002,
600357,2003,0.27496824353575017
600357,2004,0.6599398006662704
600357,2005,0.4515587808470852
600357,2006,0.5601023687007816
600357,2007,0.6595658586350533
600357,2008,0.758276503150949
600357,2009,0.5542904958745146
600358,2002,
600358,2003,0.2353929793635507
600358,2004,0.6371743269112382
600358,2005,0.4614786450376251
600358,2006,0.5890551170923017
600358,2007,0.6450972600512289
600358,2008,0.793223398481218
600358,2009,0.549778851423752
600358,2010,0.38491573795720496
600358,2011,0.31507211608787794
600358,2012,0.2685694298111532
600358,2013,0.32335332041517373
600358,2014,0.37996542259876914
600358,2015,1.0240074111411763
600358,2016,0.6574749726996719
600358,2017,0.44263529416727226
600359,2002,
600359,2003,0.2660317556070573
600359,2004,0.3057112790237381
600359,2005,0.4692311120187878
600359,2006,0.4372726473945012
600359,2007,0.6903333332201044
600359,2008,0.9059700202677488
600359,2009,0.6695665673691036
600359,2010,0.5171351398943828
600359,2011,0.4192629283078236
600359,2012,0.5317345175078334
600359,2013,0.5369453996165504
600359,2014,0.43680973874938805
600359,2015,0.7867910772544136
600359,2016,0.4069933276908777
600359,2017,0.28680507858692245
600360,2002,
600360,2003,0.2541940495448805
600360,2004,0.42927873887409185
600360,2005,0.672930748314876
600360,2006,0.6208561270897628
600360,2007,0.5492052679645255
600360,2008,0.8138613828864729
600360,2009,0.49023596248276463
600360,2010,0.46604321462305154
600360,2011,0.4384527456476882
600360,2012,0.3098407603033087
600360,2013,0.3297290492081139
600360,2014,0.2940498594719015
600360,2015,0.834623704229132
600360,2016,0.6442183483873536
600360,2017,0.35785108240310076
600361,2002,
600361,2003,0.23696365116597295
600361,2004,0.6344805131006139
600361,2005,0.36263531756095385
600361,2006,0.5100597697095358
600361,2007,0.5569385173138408
600361,2008,0.6780306403005582
600361,2009,0.4911162732800647
600361,2010,0.4329943581213925
600361,2011,0.24892626143242771
600361,2012,0.23180458984698266
600361,2013,0.21783467487146124
600361,2014,0.36770951141527886
600361,2015,0.6493815965954083
600361,2016,0.3411884244759516
600361,2017,0.34957117318119846
600362,2002,
600362,2003,0.27229824804734626
600362,2004,0.3928455016030634
600362,2005,0.3517452177089244
600362,2006,0.7037248654413687
600362,2007,0.6723441284869979
600362,2008,0.8578425030276106
600362,2009,0.6997882600795677
600362,2010,0.5181783835725479
600362,2011,0.3413294231282884
600362,2012,0.310468629372223
600362,2013,0.29924215901450707
600362,2014,0.2849488450142276
600362,2015,0.45846523863982874
600362,2016,0.493694801396219
600362,2017,0.38343811068007316
600363,2002,
600363,2003,0.3475250368284523
600363,2004,0.37844758512918864
600363,2005,0.4685642294072067
600363,2006,0.6735951582710097
600363,2007,0.6705722810370968
600363,2008,0.7413876927189741
600363,2009,0.5064086084510097
600363,2010,0.5120704237436542
600363,2011,0.43196771429547687
600363,2012,0.47215955200313997
600363,2013,0.3233845039914857
600363,2014,0.34655470186309045
600363,2015,1.0018327072632969
600363,2016,0.5182255628631393
600363,2017,0.33860975798819176
600365,2002,
600365,2003,0.25849683153580183
600365,2004,0.3440243163239457
600365,2005,0.4644863607873362
600365,2006,0.6871748036809744
600365,2007,0.7046630563351981
600365,2008,0.6941012364857277
600365,2009,0.5807035316555096
600365,2010,0.49764469329181593
600365,2011,0.445050080911129
600365,2012,0.4210989559021866
600365,2013,0.3167761953920193
600365,2014,0.23099271970463092
600365,2015,1.0186400866848642
600365,2016,0.43801988785088153
600365,2017,0.22435863537438033
600366,2002,
600366,2003,0.2853094362281974
600366,2004,0.3197441792698248
600366,2005,0.4083457374950699
600366,2006,0.5388789988145095
600366,2007,0.7030928475764959
600366,2008,0.6103450557357883
600366,2009,0.539725856260565
600366,2010,0.6607890680069453
600366,2011,0.487259026829292
600366,2012,0.43208151791606436
600366,2013,0.36902043547093377
600366,2014,0.35888114272843674
600366,2015,0.6306803260089715
600366,2016,0.3938828066169291
600366,2017,0.2708068310912454
600367,2002,
600367,2003,0.38712655534325524
600367,2004,0.5374979575967531
600367,2005,0.49097448405720373
600367,2006,0.4428591997446985
600367,2007,0.7291447112608194
600367,2008,0.6970077082192724
600367,2009,0.6473951219812146
600367,2010,0.6809521177973749
600367,2011,0.48221077126705614
600367,2012,0.4308434534086481
600367,2013,0.3847413939472511
600367,2014,0.344960566342959
600367,2015,0.7438577610169151
600367,2016,0.6383601760771871
600367,2017,0.34094231018553267
600368,2002,
600368,2003,0.26022867914263487
600368,2004,0.2749898756035892
600368,2005,0.2933997119102631
600368,2006,0.3679401725898839
600368,2007,0.5835861230645852
600368,2008,0.8014365079926856
600368,2009,0.42081801362894017
600368,2010,0.4517862001664662
600368,2011,0.2886375667355634
600368,2012,0.43182143842810494
600368,2013,0.4952985558264179
600368,2014,0.3687541688349561
600368,2015,0.6816786631216942
600368,2016,0.3027960692099041
600368,2017,0.33191128494333677
600369,2002,
600369,2003,0.34737947668399366
600369,2004,0.4294921956583392
600369,2005,0.5680830641531918
600369,2006,0.9091857551992852
600369,2007,0.6902754115039184
600369,2008,0.9323480253271981
600369,2009,0.6112923731341869
600369,2010,0.3763626173103936
600369,2011,0.3896578112973425
600369,2012,0.42953605644579745
600369,2013,0.43853340196248924
600369,2014,0.7192303644962039
600369,2015,0.7491232562218777
600369,2016,0.25016343796624924
600369,2017,0.18612550861299637
600370,2003,0.20905814648333446
600370,2004,0.24510591020561318
600370,2005,0.30007246638903234
600370,2006,0.6160724511752913
600370,2007,0.6312839751766208
600370,2008,0.6645372042292575
600370,2009,0.6894216397733864
600370,2010,0.41869128852598836
600370,2011,0.3882004091830559
600370,2012,0.29682315539673015
600370,2013,0.2536824257422009
600370,2014,0.3978551289633262
600370,2015,0.8567782076358399
600370,2016,0.8378890232851991
600370,2017,0.2677987020171428
600371,2002,
600371,2003,0.5275149514625933
600371,2004,0.4693069562025131
600371,2005,0.48685061358787574
600371,2006,0.5107064950945993
600371,2007,0.5604040010330071
600371,2008,0.8576740886026374
600371,2009,0.45733454690628583
600371,2010,0.48252582507529274
600371,2011,0.5780760532824601
600371,2012,0.40726531695207235
600371,2013,0.4082520645626909
600371,2014,0.4978497616924111
600371,2015,0.8516219818617816
600371,2016,0.44236021542813825
600371,2017,0.27828175615987627
600372,2002,
600372,2003,0.308079392109875
600372,2004,0.36388559810515286
600372,2005,0.3793744005163599
600372,2006,0.8697030174048981
600372,2007,0.8366089497918986
600372,2008,0.789420906761232
600372,2009,0.5573883689207684
600372,2010,3.4047322071001083
600372,2011,0.4822537208361133
600372,2012,0.5859096983419266
600372,2013,0.5986769136968555
600372,2014,0.398111500352133
600372,2015,0.6450781857225272
600372,2016,0.3458127287243884
600372,2017,0.2601429767621824
600373,2002,
600373,2003,0.31237072660341314
600373,2004,0.2803031675339984
600373,2005,0.3787761357874241
600373,2006,0.540456549653569
600373,2007,0.5961001453835756
600373,2008,0.8974075557559275
600373,2009,0.6291123452581773
600373,2010,0.40442543546767545
600373,2011,0.5870668693193731
600373,2012,0.3434057384460199
600373,2013,0.3997777402351589
600373,2014,0.5972878815279606
600373,2015,0.6339018223015505
600373,2016,0.3163308331956834
600373,2017,0.32379327604604297
600375,2003,0.3067253010688075
600375,2004,0.5645118927100792
600375,2005,0.39045079831808704
600375,2006,0.5865806112925237
600375,2007,0.6253867785185744
600375,2008,0.7090840428880316
600375,2009,0.8210803515440414
600375,2010,0.4934824758380501
600375,2011,0.3881322873815654
600375,2012,0.38542403083021626
600375,2013,0.53357527833236
600375,2014,0.45885904530809496
600375,2015,0.7292493187502244
600375,2016,0.3047001353697206
600375,2017,0.38295752459600063
600376,2002,
600376,2003,0.34139799813382554
600376,2004,0.3784978345773967
600376,2005,0.32844680270630194
600376,2006,0.7670380399423339
600376,2007,1.13758788473403
600376,2008,0.8339505321098881
600376,2009,0.7735987824627745
600376,2010,0.5353472197663365
600376,2011,0.5324005535221433
600376,2012,0.4680976361776584
600376,2013,0.4568377907841631
600376,2014,0.4940761831613068
600376,2015,0.6809793489249641
600376,2016,0.38904933024473964
600376,2017,0.18359882635994254
600377,2002,
600377,2003,0.2686543140755387
600377,2004,0.24963472562444555
600377,2005,0.25421711517592427
600377,2006,0.2707665944980489
600377,2007,0.4586954959068459
600377,2008,0.4171204489105576
600377,2009,0.2708289945444947
600377,2010,0.2517606606494998
600377,2011,0.2377047661131576
600377,2012,0.15643362938923636
600377,2013,0.18859564783570051
600377,2014,0.29159913451240427
600377,2015,0.34256552559683245
600377,2016,0.1865321312100223
600377,2017,0.1137023204893573
600378,2002,
600378,2003,0.32066936447897154
600378,2004,0.46500862849126023
600378,2005,0.4380542360830692
600378,2006,0.6915973799168768
600378,2007,0.7107921674965796
600378,2008,0.7813379956095847
600378,2009,0.5629069954323872
600378,2010,0.5012219266777814
600378,2011,0.5071858007078305
600378,2012,0.4466373033276921
600378,2013,0.3308744957813667
600378,2014,0.22909341564555633
600378,2015,0.9321078688894331
600378,2016,0.6035227543020067
600378,2017,0.3192457327652547
600379,2002,
600379,2003,0.2895058703306252
600379,2004,0.31096823857020367
600379,2005,0.41574460504627475
600379,2006,0.8851227884141818
600379,2007,0.8143156759471241
600379,2008,0.7074609378720197
600379,2009,0.9041206716371805
600379,2010,0.6832448983736572
600379,2011,0.35772081406027395
600379,2012,0.3457974886206335
600379,2013,0.2948550938406866
600379,2014,0.5603780506874513
600379,2015,0.6521278962111867
600379,2016,0.5203134329432987
600379,2017,0.42894208470574535
600380,2002,
600380,2003,0.4277577348771031
600380,2004,0.3531217747048515
600380,2005,0.16734806085486514
600380,2006,0.46069773329298497
600380,2007,0.6377752530241365
600380,2008,0.765486171187052
600380,2009,0.5855882710997472
600380,2010,0.48629693420754416
600380,2011,0.3296802929934772
600380,2012,0.4606454993178573
600380,2013,0.29533477525058716
600380,2014,0.3553391599355848
600380,2015,0.9537401630873169
600380,2016,0.3775989791132308
600380,2017,0.3225643898552691
600381,2002,
600381,2003,0.25996183091857167
600381,2004,0.6697496766423123
600381,2005,0.4925834099221216
600381,2006,0.581107607238032
600381,2007,0.893662353906815
600381,2008,0.680976568715176
600381,2009,0.4779505011977291
600381,2010,0.40286711543937254
600381,2011,0.5003942600255928
600381,2012,0.7313130365708815
600381,2013,0.5386039464150267
600381,2014,14.344012105468655
600381,2015,0.8549842407318634
600381,2016,0.6095487653897158
600381,2017,0.3234362131201591
600382,2002,
600382,2003,0.28704694304425027
600382,2004,0.3217944300721862
600382,2005,0.34429962076748033
600382,2006,0.4768333511862964
600382,2007,0.8853645152231905
600382,2008,0.7588698709245311
600382,2009,0.5524794952548502
600382,2010,0.4495898254314802
